,base_score,lr,reg_alpha,reg_lambda,test_accuracy,train_accuracy
393,0.6,0.25,0.2,0.0,0.9948238104718296,1.0
394,0.4,0.25,0.2,0.2,0.9944256420465857,1.0
395,0.5,0.25,0.2,0.2,0.9944256420465857,1.0
396,0.6,0.25,0.2,0.2,0.9944256420465857,1.0
397,0.4,0.25,0.2,0.5,0.9944256420465857,1.0
398,0.5,0.25,0.2,0.5,0.9946247262592076,1.0
399,0.6,0.25,0.2,0.5,0.9944256420465857,1.0
400,0.4,0.25,0.2,0.8,0.9944256420465857,1.0
401,0.5,0.25,0.2,0.8,0.9946247262592076,1.0
402,0.6,0.25,0.2,0.8,0.9944256420465857,1.0
403,0.4,0.25,0.2,1.0,0.9940274736213418,1.0
404,0.5,0.25,0.2,1.0,0.9946247262592076,1.0
405,0.6,0.25,0.2,1.0,0.9942265578339637,1.0
406,0.4,0.25,0.5,0.0,0.9944256420465857,0.9999004479840716
407,0.5,0.25,0.5,0.0,0.9942265578339637,0.9998506719761076
408,0.6,0.25,0.5,0.0,0.9948238104718296,0.9998506719761076
409,0.4,0.25,0.5,0.2,0.9944256420465857,0.999701343952215
410,0.5,0.25,0.5,0.2,0.9942265578339637,0.9997511199601792
411,0.6,0.25,0.5,0.2,0.9956201473223173,0.9999004479840716
412,0.4,0.25,0.5,0.5,0.9946247262592076,0.9999004479840716
413,0.5,0.25,0.5,0.5,0.9952219788970734,0.999701343952215
414,0.6,0.25,0.5,0.5,0.9954210631096954,0.9997511199601792
415,0.4,0.25,0.5,0.8,0.9950228946844515,0.9999004479840716
416,0.5,0.25,0.5,0.8,0.9946247262592076,0.9998008959681434
417,0.6,0.25,0.5,0.8,0.9946247262592076,0.9999004479840716
418,0.4,0.25,0.5,1.0,0.9950228946844515,0.9999004479840716
419,0.5,0.25,0.5,1.0,0.9948238104718296,0.9998506719761076
420,0.6,0.25,0.5,1.0,0.9942265578339637,0.9997511199601792
421,0.4,0.25,0.8,0.0,0.9954210631096954,0.9995520159283225
422,0.5,0.25,0.8,0.0,0.9944256420465857,0.9994026879044301
423,0.6,0.25,0.8,0.0,0.9950228946844515,0.9994026879044301
424,0.4,0.25,0.8,0.2,0.9950228946844515,0.9996017919362867
425,0.5,0.25,0.8,0.2,0.9952219788970734,0.9995022399203584
426,0.6,0.25,0.8,0.2,0.9956201473223173,0.9994524639123942
427,0.4,0.25,0.8,0.5,0.9948238104718296,0.9993031358885017
428,0.5,0.25,0.8,0.5,0.9950228946844515,0.9994524639123942
429,0.6,0.25,0.8,0.5,0.9948238104718296,0.9994524639123942
430,0.4,0.25,0.8,0.8,0.9952219788970734,0.9994524639123942
431,0.5,0.25,0.8,0.8,0.9954210631096954,0.9995520159283225
432,0.6,0.25,0.8,0.8,0.9950228946844515,0.9994524639123942
433,0.4,0.25,0.8,1.0,0.9944256420465857,0.9993529118964659
434,0.5,0.25,0.8,1.0,0.9950228946844515,0.9994524639123942
435,0.6,0.25,0.8,1.0,0.9952219788970734,0.9994026879044301
436,0.4,0.25,1.0,0.0,0.9948238104718296,0.9992035838725735
437,0.5,0.25,1.0,0.0,0.9956201473223173,0.9992035838725735
438,0.6,0.25,1.0,0.0,0.9950228946844515,0.9993031358885017
439,0.4,0.25,1.0,0.2,0.9952219788970734,0.9990542558486809
440,0.5,0.25,1.0,0.2,0.9952219788970734,0.9992533598805375
441,0.6,0.25,1.0,0.2,0.9956201473223173,0.9993031358885017
442,0.4,0.25,1.0,0.5,0.9954210631096954,0.9991538078646093
443,0.5,0.25,1.0,0.5,0.9960183157475612,0.9992533598805375
444,0.6,0.25,1.0,0.5,0.9950228946844515,0.9992533598805375
445,0.4,0.25,1.0,0.8,0.9948238104718296,0.9990542558486809
446,0.5,0.25,1.0,0.8,0.9952219788970734,0.9993031358885017
447,0.6,0.25,1.0,0.8,0.9950228946844515,0.9991040318566451
448,0.4,0.25,1.0,1.0,0.9946247262592076,0.9990044798407167
449,0.5,0.25,1.0,1.0,0.9958192315349392,0.9991040318566451
450,0.6,0.25,1.0,1.0,0.9952219788970734,0.9991040318566451
451,0.4,0.025,0.0,0.0,0.9952219788970734,0.9998008959681434
452,0.5,0.025,0.0,0.0,0.9952219788970734,0.999701343952215
453,0.6,0.025,0.0,0.0,0.9950228946844515,0.9998008959681434
454,0.4,0.025,0.0,0.2,0.9954210631096954,0.9997511199601792
455,0.5,0.025,0.0,0.2,0.9956201473223173,0.9998008959681434
456,0.6,0.025,0.0,0.2,0.9954210631096954,0.9997511199601792
457,0.4,0.025,0.0,0.5,0.9958192315349392,0.9995022399203584
458,0.5,0.025,0.0,0.5,0.9954210631096954,0.999701343952215
459,0.6,0.025,0.0,0.5,0.9956201473223173,0.9996515679442509
460,0.4,0.025,0.0,0.8,0.9950228946844515,0.9996017919362867
461,0.5,0.025,0.0,0.8,0.9954210631096954,0.999701343952215
462,0.6,0.025,0.0,0.8,0.9950228946844515,0.9996515679442509
463,0.4,0.025,0.0,1.0,0.9956201473223173,0.9995520159283225
464,0.5,0.025,0.0,1.0,0.9960183157475612,0.9996017919362867
465,0.6,0.025,0.0,1.0,0.9952219788970734,0.9995022399203584
466,0.4,0.025,0.2,0.0,0.9954210631096954,0.9997511199601792
467,0.5,0.025,0.2,0.0,0.9948238104718296,0.9998506719761076
468,0.6,0.025,0.2,0.0,0.9948238104718296,0.999701343952215
469,0.4,0.025,0.2,0.2,0.9954210631096954,0.9997511199601792
470,0.5,0.025,0.2,0.2,0.9956201473223173,0.9996515679442509
471,0.6,0.025,0.2,0.2,0.9952219788970734,0.9996017919362867
472,0.4,0.025,0.2,0.5,0.9956201473223173,0.9995520159283225
473,0.5,0.025,0.2,0.5,0.9954210631096954,0.9995520159283225
474,0.6,0.025,0.2,0.5,0.9950228946844515,0.999701343952215
475,0.4,0.025,0.2,0.8,0.9956201473223173,0.9996017919362867
476,0.5,0.025,0.2,0.8,0.9956201473223173,0.9995520159283225
477,0.6,0.025,0.2,0.8,0.9958192315349392,0.9996017919362867
478,0.4,0.025,0.2,1.0,0.9952219788970734,0.9994524639123942
479,0.5,0.025,0.2,1.0,0.9954210631096954,0.9996515679442509
480,0.6,0.025,0.2,1.0,0.9956201473223173,0.9996017919362867
481,0.4,0.025,0.5,0.0,0.9952219788970734,0.9995520159283225
482,0.5,0.025,0.5,0.0,0.9956201473223173,0.9995520159283225
483,0.6,0.025,0.5,0.0,0.9954210631096954,0.9997511199601792
484,0.4,0.025,0.5,0.2,0.9954210631096954,0.9996017919362867
485,0.5,0.025,0.5,0.2,0.9956201473223173,0.9996515679442509
486,0.6,0.025,0.5,0.2,0.9960183157475612,0.9996515679442509
487,0.4,0.025,0.5,0.5,0.9958192315349392,0.9994524639123942
488,0.5,0.025,0.5,0.5,0.9956201473223173,0.9995022399203584
489,0.6,0.025,0.5,0.5,0.9958192315349392,0.9995022399203584
490,0.4,0.025,0.5,0.8,0.9954210631096954,0.9995520159283225
491,0.5,0.025,0.5,0.8,0.9958192315349392,0.9994524639123942
492,0.6,0.025,0.5,0.8,0.9956201473223173,0.9995022399203584
493,0.4,0.025,0.5,1.0,0.9956201473223173,0.9994026879044301
494,0.5,0.025,0.5,1.0,0.9956201473223173,0.9994026879044301
495,0.6,0.025,0.5,1.0,0.9960183157475612,0.9993529118964659
496,0.4,0.025,0.8,0.0,0.9954210631096954,0.9994026879044301
497,0.5,0.025,0.8,0.0,0.9956201473223173,0.9993529118964659
498,0.6,0.025,0.8,0.0,0.9960183157475612,0.9994026879044301
499,0.4,0.025,0.8,0.2,0.9956201473223173,0.9993529118964659
500,0.5,0.025,0.8,0.2,0.9952219788970734,0.9992533598805375
501,0.6,0.025,0.8,0.2,0.9956201473223173,0.9994026879044301
502,0.4,0.025,0.8,0.5,0.9954210631096954,0.9993031358885017
503,0.5,0.025,0.8,0.5,0.9954210631096954,0.9992533598805375
504,0.6,0.025,0.8,0.5,0.9956201473223173,0.9992533598805375
505,0.4,0.025,0.8,0.8,0.9954210631096954,0.9992035838725735
506,0.5,0.025,0.8,0.8,0.9954210631096954,0.9991538078646093
507,0.6,0.025,0.8,0.8,0.9954210631096954,0.9991538078646093
508,0.4,0.025,0.8,1.0,0.9958192315349392,0.9992533598805375
509,0.5,0.025,0.8,1.0,0.9950228946844515,0.9992035838725735
510,0.6,0.025,0.8,1.0,0.9956201473223173,0.9993031358885017
511,0.4,0.025,1.0,0.0,0.9960183157475612,0.9991538078646093
512,0.5,0.025,1.0,0.0,0.9956201473223173,0.9992533598805375
513,0.6,0.025,1.0,0.0,0.9956201473223173,0.9992533598805375
514,0.4,0.025,1.0,0.2,0.9954210631096954,0.9992035838725735
515,0.5,0.025,1.0,0.2,0.9956201473223173,0.9992533598805375
516,0.6,0.025,1.0,0.2,0.9956201473223173,0.9992533598805375
517,0.4,0.025,1.0,0.5,0.9958192315349392,0.9992035838725735
518,0.5,0.025,1.0,0.5,0.9960183157475612,0.9991538078646093
519,0.6,0.025,1.0,0.5,0.9950228946844515,0.9991040318566451
520,0.4,0.025,1.0,0.8,0.9964164841728052,0.9991040318566451
521,0.5,0.025,1.0,0.8,0.9962173999601831,0.9991040318566451
522,0.6,0.025,1.0,0.8,0.9962173999601831,0.9992035838725735
523,0.4,0.025,1.0,1.0,0.9960183157475612,0.9991040318566451
524,0.5,0.025,1.0,1.0,0.9960183157475612,0.9990542558486809
525,0.6,0.025,1.0,1.0,0.9966155683854271,0.9990044798407167
526,0.4,0.0025,0.0,0.0,0.9790961576746964,0.9786460925833748
527,0.5,0.0025,0.0,0.0,0.9792952418873183,0.9786460925833748
528,0.6,0.0025,0.0,0.0,0.9792952418873183,0.9786460925833748
529,0.4,0.0025,0.0,0.2,0.9786979892494525,0.9785963165754107
530,0.5,0.0025,0.0,0.2,0.9792952418873183,0.9786460925833748
531,0.6,0.0025,0.0,0.2,0.9792952418873183,0.9786460925833748
532,0.4,0.0025,0.0,0.5,0.9786979892494525,0.9785963165754107
533,0.5,0.0025,0.0,0.5,0.9792952418873183,0.9786460925833748
534,0.6,0.0025,0.0,0.5,0.9792952418873183,0.9786460925833748
535,0.4,0.0025,0.0,0.8,0.9786979892494525,0.9785963165754107
536,0.5,0.0025,0.0,0.8,0.9792952418873183,0.9786460925833748
537,0.6,0.0025,0.0,0.8,0.9792952418873183,0.9786460925833748
538,0.4,0.0025,0.0,1.0,0.9786979892494525,0.9785963165754107
539,0.5,0.0025,0.0,1.0,0.9792952418873183,0.9786460925833748
540,0.6,0.0025,0.0,1.0,0.9792952418873183,0.9786460925833748
541,0.4,0.0025,0.2,0.0,0.9786979892494525,0.9785963165754107
542,0.5,0.0025,0.2,0.0,0.9792952418873183,0.9786460925833748
543,0.6,0.0025,0.2,0.0,0.9792952418873183,0.9786460925833748
544,0.4,0.0025,0.2,0.2,0.9790961576746964,0.9786460925833748
545,0.5,0.0025,0.2,0.2,0.9792952418873183,0.9786460925833748
546,0.6,0.0025,0.2,0.2,0.9792952418873183,0.9786460925833748
547,0.4,0.0025,0.2,0.5,0.9786979892494525,0.9785963165754107
548,0.5,0.0025,0.2,0.5,0.9792952418873183,0.9786460925833748
549,0.6,0.0025,0.2,0.5,0.9792952418873183,0.9786460925833748
550,0.4,0.0025,0.2,0.8,0.9786979892494525,0.9785963165754107
551,0.5,0.0025,0.2,0.8,0.9792952418873183,0.9786460925833748
552,0.6,0.0025,0.2,0.8,0.9792952418873183,0.9786460925833748
553,0.4,0.0025,0.2,1.0,0.9786979892494525,0.9785963165754107
554,0.5,0.0025,0.2,1.0,0.9792952418873183,0.9786460925833748
555,0.6,0.0025,0.2,1.0,0.9792952418873183,0.9786460925833748
556,0.4,0.0025,0.5,0.0,0.9786979892494525,0.9785963165754107
557,0.5,0.0025,0.5,0.0,0.9792952418873183,0.9786460925833748
558,0.6,0.0025,0.5,0.0,0.9792952418873183,0.9786460925833748
559,0.4,0.0025,0.5,0.2,0.9786979892494525,0.9785963165754107
560,0.5,0.0025,0.5,0.2,0.9792952418873183,0.9786460925833748
561,0.6,0.0025,0.5,0.2,0.9792952418873183,0.9786460925833748
562,0.4,0.0025,0.5,0.5,0.9786979892494525,0.9785963165754107
563,0.5,0.0025,0.5,0.5,0.9792952418873183,0.9786460925833748
564,0.6,0.0025,0.5,0.5,0.9792952418873183,0.9786460925833748
565,0.4,0.0025,0.5,0.8,0.9786979892494525,0.9785963165754107
566,0.5,0.0025,0.5,0.8,0.9792952418873183,0.9786460925833748
567,0.6,0.0025,0.5,0.8,0.9792952418873183,0.9786460925833748
568,0.4,0.0025,0.5,1.0,0.9786979892494525,0.9785963165754107
569,0.5,0.0025,0.5,1.0,0.9792952418873183,0.9786460925833748
570,0.6,0.0025,0.5,1.0,0.9792952418873183,0.9786460925833748
571,0.4,0.0025,0.8,0.0,0.9786979892494525,0.9785963165754107
572,0.5,0.0025,0.8,0.0,0.9792952418873183,0.9786460925833748
573,0.6,0.0025,0.8,0.0,0.9792952418873183,0.9786460925833748
574,0.4,0.0025,0.8,0.2,0.9786979892494525,0.9785963165754107
575,0.5,0.0025,0.8,0.2,0.9792952418873183,0.9786460925833748
576,0.6,0.0025,0.8,0.2,0.9792952418873183,0.9786460925833748
577,0.4,0.0025,0.8,0.5,0.9786979892494525,0.9785963165754107
578,0.5,0.0025,0.8,0.5,0.9792952418873183,0.9786460925833748
579,0.6,0.0025,0.8,0.5,0.9792952418873183,0.9786460925833748
580,0.4,0.0025,0.8,0.8,0.9786979892494525,0.9785963165754107
581,0.5,0.0025,0.8,0.8,0.9792952418873183,0.9786460925833748
582,0.6,0.0025,0.8,0.8,0.9792952418873183,0.9786460925833748
583,0.4,0.0025,0.8,1.0,0.9786979892494525,0.9785963165754107
584,0.5,0.0025,0.8,1.0,0.9792952418873183,0.9786460925833748
585,0.6,0.0025,0.8,1.0,0.9792952418873183,0.9786460925833748
586,0.4,0.0025,1.0,0.0,0.9786979892494525,0.9785963165754107
587,0.5,0.0025,1.0,0.0,0.9792952418873183,0.9786460925833748
588,0.6,0.0025,1.0,0.0,0.9792952418873183,0.9786460925833748
589,0.4,0.0025,1.0,0.2,0.9786979892494525,0.9785963165754107
590,0.5,0.0025,1.0,0.2,0.9792952418873183,0.9786460925833748
591,0.6,0.0025,1.0,0.2,0.9792952418873183,0.9786460925833748
592,0.4,0.0025,1.0,0.5,0.9786979892494525,0.9785963165754107
593,0.5,0.0025,1.0,0.5,0.9792952418873183,0.9786460925833748
594,0.6,0.0025,1.0,0.5,0.9792952418873183,0.9786460925833748
595,0.4,0.0025,1.0,0.8,0.9786979892494525,0.9785963165754107
596,0.5,0.0025,1.0,0.8,0.9792952418873183,0.9786460925833748
597,0.6,0.0025,1.0,0.8,0.9792952418873183,0.9786460925833748
598,0.4,0.0025,1.0,1.0,0.9786979892494525,0.9785963165754107
599,0.5,0.0025,1.0,1.0,0.9792952418873183,0.9786460925833748
600,0.6,0.0025,1.0,1.0,0.9792952418873183,0.9786460925833748
601,0.4,0.5,0.0,0.0,0.9946247262592076,1.0
602,0.5,0.5,0.0,0.0,0.9948238104718296,1.0
603,0.6,0.5,0.0,0.0,0.9946247262592076,1.0
604,0.4,0.5,0.0,0.2,0.9946247262592076,1.0
605,0.5,0.5,0.0,0.2,0.9944256420465857,1.0
606,0.6,0.5,0.0,0.2,0.9944256420465857,1.0
607,0.4,0.5,0.0,0.5,0.9948238104718296,1.0
608,0.5,0.5,0.0,0.5,0.9944256420465857,1.0
609,0.6,0.5,0.0,0.5,0.9942265578339637,1.0
610,0.4,0.5,0.0,0.8,0.9942265578339637,1.0
611,0.5,0.5,0.0,0.8,0.9948238104718296,1.0
612,0.6,0.5,0.0,0.8,0.9944256420465857,1.0
613,0.4,0.5,0.0,1.0,0.9940274736213418,1.0
614,0.5,0.5,0.0,1.0,0.9948238104718296,1.0
615,0.6,0.5,0.0,1.0,0.9942265578339637,1.0
616,0.4,0.5,0.2,0.0,0.9942265578339637,1.0
617,0.5,0.5,0.2,0.0,0.9940274736213418,1.0
618,0.6,0.5,0.2,0.0,0.9940274736213418,1.0
619,0.4,0.5,0.2,0.2,0.9944256420465857,1.0
620,0.5,0.5,0.2,0.2,0.9944256420465857,1.0
621,0.6,0.5,0.2,0.2,0.9942265578339637,1.0
622,0.4,0.5,0.2,0.5,0.9942265578339637,1.0
623,0.5,0.5,0.2,0.5,0.9944256420465857,1.0
624,0.6,0.5,0.2,0.5,0.9942265578339637,1.0
625,0.4,0.5,0.2,0.8,0.9946247262592076,1.0
626,0.5,0.5,0.2,0.8,0.9942265578339637,1.0
627,0.6,0.5,0.2,0.8,0.9938283894087199,1.0
628,0.4,0.5,0.2,1.0,0.9940274736213418,1.0
629,0.5,0.5,0.2,1.0,0.9942265578339637,1.0
630,0.6,0.5,0.2,1.0,0.9946247262592076,1.0
631,0.4,0.5,0.5,0.0,0.9950228946844515,0.9999502239920358
632,0.5,0.5,0.5,0.0,0.9946247262592076,0.9999502239920358
633,0.6,0.5,0.5,0.0,0.9946247262592076,0.9999502239920358
634,0.4,0.5,0.5,0.2,0.9948238104718296,0.9999502239920358
635,0.5,0.5,0.5,0.2,0.9948238104718296,0.9998506719761076
636,0.6,0.5,0.5,0.2,0.9946247262592076,0.9999502239920358
637,0.4,0.5,0.5,0.5,0.9952219788970734,0.9999004479840716
638,0.5,0.5,0.5,0.5,0.9950228946844515,0.9999004479840716
639,0.6,0.5,0.5,0.5,0.9946247262592076,0.9999502239920358
640,0.4,0.5,0.5,0.8,0.9946247262592076,0.9998506719761076
641,0.5,0.5,0.5,0.8,0.9954210631096954,0.9998008959681434
642,0.6,0.5,0.5,0.8,0.9952219788970734,0.9997511199601792
643,0.4,0.5,0.5,1.0,0.9948238104718296,0.9997511199601792
644,0.5,0.5,0.5,1.0,0.9944256420465857,0.9996515679442509
645,0.6,0.5,0.5,1.0,0.9948238104718296,0.9998008959681434
646,0.4,0.5,0.8,0.0,0.9954210631096954,0.9996515679442509
647,0.5,0.5,0.8,0.0,0.9948238104718296,0.9994524639123942
648,0.6,0.5,0.8,0.0,0.9952219788970734,0.9996515679442509
649,0.4,0.5,0.8,0.2,0.9954210631096954,0.9994524639123942
650,0.5,0.5,0.8,0.2,0.9950228946844515,0.9994026879044301
651,0.6,0.5,0.8,0.2,0.9952219788970734,0.9993031358885017
652,0.4,0.5,0.8,0.5,0.9954210631096954,0.9994026879044301
653,0.5,0.5,0.8,0.5,0.9950228946844515,0.9993529118964659
654,0.6,0.5,0.8,0.5,0.9948238104718296,0.9992035838725735
655,0.4,0.5,0.8,0.8,0.9952219788970734,0.9995022399203584
656,0.5,0.5,0.8,0.8,0.9944256420465857,0.9996515679442509
657,0.6,0.5,0.8,0.8,0.9946247262592076,0.9996017919362867
658,0.4,0.5,0.8,1.0,0.9956201473223173,0.9994026879044301
659,0.5,0.5,0.8,1.0,0.9946247262592076,0.9994026879044301
660,0.6,0.5,0.8,1.0,0.9944256420465857,0.9995520159283225
661,0.4,0.5,1.0,0.0,0.9950228946844515,0.9991538078646093
662,0.5,0.5,1.0,0.0,0.9960183157475612,0.9992035838725735
663,0.6,0.5,1.0,0.0,0.9958192315349392,0.9994026879044301
664,0.4,0.5,1.0,0.2,0.9958192315349392,0.9992035838725735
665,0.5,0.5,1.0,0.2,0.9956201473223173,0.9992533598805375
666,0.6,0.5,1.0,0.2,0.9952219788970734,0.9991040318566451
667,0.4,0.5,1.0,0.5,0.9958192315349392,0.9992035838725735
668,0.5,0.5,1.0,0.5,0.9956201473223173,0.9993031358885017
669,0.6,0.5,1.0,0.5,0.9942265578339637,0.9991040318566451
670,0.4,0.5,1.0,0.8,0.9962173999601831,0.9991040318566451
671,0.5,0.5,1.0,0.8,0.9950228946844515,0.9992035838725735
672,0.6,0.5,1.0,0.8,0.9946247262592076,0.9993529118964659
673,0.4,0.5,1.0,1.0,0.9956201473223173,0.9992035838725735
674,0.5,0.5,1.0,1.0,0.9956201473223173,0.9992035838725735
675,0.6,0.5,1.0,1.0,0.9946247262592076,0.9992035838725735
676,0.4,0.05,0.0,0.0,0.9950228946844515,1.0
677,0.5,0.05,0.0,0.0,0.9948238104718296,0.9999502239920358
678,0.6,0.05,0.0,0.0,0.9950228946844515,0.9999502239920358
679,0.4,0.05,0.0,0.2,0.9950228946844515,0.9999502239920358
680,0.5,0.05,0.0,0.2,0.9950228946844515,0.9999502239920358
681,0.6,0.05,0.0,0.2,0.9950228946844515,0.9999502239920358
682,0.4,0.05,0.0,0.5,0.9948238104718296,0.9999502239920358
683,0.5,0.05,0.0,0.5,0.9948238104718296,0.9999502239920358
684,0.6,0.05,0.0,0.5,0.9946247262592076,0.9999004479840716
685,0.4,0.05,0.0,0.8,0.9950228946844515,0.9999004479840716
686,0.5,0.05,0.0,0.8,0.9948238104718296,0.9999004479840716
687,0.6,0.05,0.0,0.8,0.9948238104718296,0.9999502239920358
688,0.4,0.05,0.0,1.0,0.9952219788970734,0.9999004479840716
689,0.5,0.05,0.0,1.0,0.9950228946844515,0.9998506719761076
690,0.6,0.05,0.0,1.0,0.9948238104718296,0.9999004479840716
691,0.4,0.05,0.2,0.0,0.9944256420465857,1.0
692,0.5,0.05,0.2,0.0,0.9948238104718296,1.0
693,0.6,0.05,0.2,0.0,0.9946247262592076,1.0
694,0.4,0.05,0.2,0.2,0.9950228946844515,1.0
695,0.5,0.05,0.2,0.2,0.9948238104718296,1.0
696,0.6,0.05,0.2,0.2,0.9950228946844515,1.0
697,0.4,0.05,0.2,0.5,0.9952219788970734,0.9999502239920358
698,0.5,0.05,0.2,0.5,0.9950228946844515,0.9999502239920358
699,0.6,0.05,0.2,0.5,0.9952219788970734,0.9999502239920358
700,0.4,0.05,0.2,0.8,0.9946247262592076,0.9999502239920358
701,0.5,0.05,0.2,0.8,0.9944256420465857,0.9999004479840716
702,0.6,0.05,0.2,0.8,0.9946247262592076,0.9998506719761076
703,0.4,0.05,0.2,1.0,0.9948238104718296,0.9999004479840716
704,0.5,0.05,0.2,1.0,0.9952219788970734,0.9999502239920358
705,0.6,0.05,0.2,1.0,0.9950228946844515,0.9999502239920358
706,0.4,0.05,0.5,0.0,0.9952219788970734,0.9999502239920358
707,0.5,0.05,0.5,0.0,0.9950228946844515,0.9999502239920358
708,0.6,0.05,0.5,0.0,0.9952219788970734,0.9998506719761076
709,0.4,0.05,0.5,0.2,0.9954210631096954,0.9999502239920358
710,0.5,0.05,0.5,0.2,0.9948238104718296,0.9999004479840716
711,0.6,0.05,0.5,0.2,0.9954210631096954,0.9998506719761076
712,0.4,0.05,0.5,0.5,0.9952219788970734,0.9998506719761076
713,0.5,0.05,0.5,0.5,0.9948238104718296,0.9998506719761076
714,0.6,0.05,0.5,0.5,0.9954210631096954,0.9999004479840716
715,0.4,0.05,0.5,0.8,0.9954210631096954,0.9998008959681434
716,0.5,0.05,0.5,0.8,0.9952219788970734,0.9998008959681434
717,0.6,0.05,0.5,0.8,0.9952219788970734,0.9999004479840716
718,0.4,0.05,0.5,1.0,0.9954210631096954,0.9999004479840716
719,0.5,0.05,0.5,1.0,0.9944256420465857,0.9997511199601792
720,0.6,0.05,0.5,1.0,0.9954210631096954,0.9999004479840716
721,0.4,0.05,0.8,0.0,0.9950228946844515,0.9994524639123942
722,0.5,0.05,0.8,0.0,0.9950228946844515,0.9994524639123942
723,0.6,0.05,0.8,0.0,0.9954210631096954,0.9994026879044301
724,0.4,0.05,0.8,0.2,0.9958192315349392,0.9995022399203584
725,0.5,0.05,0.8,0.2,0.9956201473223173,0.9994524639123942
726,0.6,0.05,0.8,0.2,0.9950228946844515,0.9996017919362867
727,0.4,0.05,0.8,0.5,0.9956201473223173,0.9995520159283225
728,0.5,0.05,0.8,0.5,0.9960183157475612,0.9995022399203584
729,0.6,0.05,0.8,0.5,0.9952219788970734,0.9996515679442509
730,0.4,0.05,0.8,0.8,0.9952219788970734,0.9994524639123942
731,0.5,0.05,0.8,0.8,0.9954210631096954,0.9995022399203584
732,0.6,0.05,0.8,0.8,0.9954210631096954,0.9995520159283225
733,0.4,0.05,0.8,1.0,0.9954210631096954,0.9994524639123942
734,0.5,0.05,0.8,1.0,0.9950228946844515,0.9994524639123942
735,0.6,0.05,0.8,1.0,0.9952219788970734,0.9995520159283225
736,0.4,0.05,1.0,0.0,0.9952219788970734,0.9993031358885017
737,0.5,0.05,1.0,0.0,0.9960183157475612,0.9992533598805375
738,0.6,0.05,1.0,0.0,0.9956201473223173,0.9992035838725735
739,0.4,0.05,1.0,0.2,0.9956201473223173,0.9992035838725735
740,0.5,0.05,1.0,0.2,0.9958192315349392,0.9993031358885017
741,0.6,0.05,1.0,0.2,0.9954210631096954,0.9993529118964659
742,0.4,0.05,1.0,0.5,0.9956201473223173,0.9992533598805375
743,0.5,0.05,1.0,0.5,0.9962173999601831,0.9992533598805375
744,0.6,0.05,1.0,0.5,0.9960183157475612,0.9993031358885017
745,0.4,0.05,1.0,0.8,0.9954210631096954,0.9992035838725735
746,0.5,0.05,1.0,0.8,0.9952219788970734,0.9992533598805375
747,0.6,0.05,1.0,0.8,0.9956201473223173,0.9992533598805375
748,0.4,0.05,1.0,1.0,0.9960183157475612,0.9992533598805375
749,0.5,0.05,1.0,1.0,0.9948238104718296,0.9992035838725735
750,0.6,0.05,1.0,1.0,0.9962173999601831,0.9993031358885017
751,0.4,0.005,0.0,0.0,0.9878558630300617,0.9885017421602788
752,0.5,0.005,0.0,0.0,0.9846705156281107,0.9859133897461424
753,0.6,0.005,0.0,0.0,0.9846705156281107,0.9859133897461424
754,0.4,0.005,0.0,0.2,0.9878558630300617,0.9885017421602788
755,0.5,0.005,0.0,0.2,0.9846705156281107,0.9859133897461424
756,0.6,0.005,0.0,0.2,0.9846705156281107,0.9859133897461424
757,0.4,0.005,0.0,0.5,0.9848695998407326,0.9859133897461424
758,0.5,0.005,0.0,0.5,0.9846705156281107,0.9858636137381782
759,0.6,0.005,0.0,0.5,0.9846705156281107,0.9859133897461424
760,0.4,0.005,0.0,0.8,0.9848695998407326,0.9859133897461424
761,0.5,0.005,0.0,0.8,0.9846705156281107,0.9859133897461424
762,0.6,0.005,0.0,0.8,0.9846705156281107,0.9859133897461424
763,0.4,0.005,0.0,1.0,0.9848695998407326,0.9859133897461424
764,0.5,0.005,0.0,1.0,0.9846705156281107,0.9859133897461424
765,0.6,0.005,0.0,1.0,0.9846705156281107,0.9859133897461424
766,0.4,0.005,0.2,0.0,0.9878558630300617,0.9885017421602788
767,0.5,0.005,0.2,0.0,0.9846705156281107,0.9859133897461424
768,0.6,0.005,0.2,0.0,0.9846705156281107,0.9859133897461424
769,0.4,0.005,0.2,0.2,0.9848695998407326,0.9859133897461424
770,0.5,0.005,0.2,0.2,0.9846705156281107,0.9859133897461424
771,0.6,0.005,0.2,0.2,0.9846705156281107,0.9859133897461424
772,0.4,0.005,0.2,0.5,0.9880549472426836,0.988601294176207
773,0.5,0.005,0.2,0.5,0.9846705156281107,0.9859133897461424
774,0.6,0.005,0.2,0.5,0.9846705156281107,0.9859133897461424
775,0.4,0.005,0.2,0.8,0.9848695998407326,0.9859133897461424
776,0.5,0.005,0.2,0.8,0.9846705156281107,0.9859133897461424
777,0.6,0.005,0.2,0.8,0.9846705156281107,0.9859133897461424
778,0.4,0.005,0.2,1.0,0.9848695998407326,0.9859133897461424
779,0.5,0.005,0.2,1.0,0.9846705156281107,0.9859133897461424
780,0.6,0.005,0.2,1.0,0.9846705156281107,0.9859133897461424
781,0.4,0.005,0.5,0.0,0.9848695998407326,0.9859133897461424
782,0.5,0.005,0.5,0.0,0.9846705156281107,0.9858636137381782
783,0.6,0.005,0.5,0.0,0.9846705156281107,0.9859133897461424
784,0.4,0.005,0.5,0.2,0.9848695998407326,0.9859133897461424
